Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,All Sexes,All Ages,3662,77980,5735,1561,280,8113,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,All Ages,1896,40102,3023,846,134,4204,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,Under 1 year,0,315,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,0-17 years,,539,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,1-4 years,0,51,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,5-14 years,,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,15-24 years,,740,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,18-29 years,,1267,14,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,25-34 years,16,1356,25,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,30-49 years,118,3628,128,48,11,209,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,35-44 years,51,1650,53,18,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,45-54 years,136,2981,159,59,12,248,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,50-64 years,347,8074,513,159,44,745,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,55-64 years,266,6328,414,126,37,591,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,65-74 years,476,9205,766,207,27,1060,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,75-84 years,543,9732,902,242,24,1227,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Male,85 years and over,404,7657,694,188,22,931,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,All Ages,1766,37868,2712,715,146,3909,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,Under 1 year,0,256,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,0-17 years,0,388,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,1-4 years,0,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,5-14 years,0,68,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,15-24 years,,274,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,18-29 years,,504,13,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,25-34 years,12,602,27,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,30-49 years,55,2018,104,22,12,149,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,35-44 years,23,933,46,,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,45-54 years,72,1865,109,32,13,162,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,50-64 years,205,5288,361,96,31,501,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,55-64 years,156,4173,294,72,23,401,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,65-74 years,357,6886,572,178,39,790,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,75-84 years,456,9518,718,179,25,1020,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Female,85 years and over,689,13266,938,239,30,1418,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,All Ages,0,10,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Carolina,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,All Sexes,All Ages,1429,8729,1235,720,31,1974,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,All Ages,793,4655,720,434,13,1091,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,Under 1 year,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,0-17 years,0,60,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,5-14 years,0,14,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,15-24 years,,67,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,18-29 years,,120,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,25-34 years,,148,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,30-49 years,26,385,33,18,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,35-44 years,14,187,21,13,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,45-54 years,27,253,34,16,0,45,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,50-64 years,105,757,104,59,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,55-64 years,86,615,79,47,,119,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,65-74 years,153,940,158,90,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,75-84 years,207,1128,201,122,,288,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Male,85 years and over,300,1265,220,144,,379,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,All Ages,636,4074,515,286,18,883,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,Under 1 year,0,19,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,0-17 years,,37,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,15-24 years,,33,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,18-29 years,,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,25-34 years,,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,30-49 years,10,168,14,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,35-44 years,,74,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,45-54 years,12,145,12,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,50-64 years,41,456,45,19,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,55-64 years,34,375,38,16,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,65-74 years,80,587,100,47,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,75-84 years,168,943,141,87,,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Female,85 years and over,335,1837,214,127,,426,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,North Dakota,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Ohio,All Sexes,All Ages,11689,138884,11102,5169,317,17938,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,All Ages,6062,71124,6085,2884,153,9416,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,Under 1 year,0,461,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,0-17 years,0,791,12,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,1-4 years,0,88,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,5-14 years,0,129,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,15-24 years,,961,12,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,18-29 years,,1816,23,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,25-34 years,24,2167,40,,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,30-49 years,140,5830,218,61,15,312,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,35-44 years,64,2720,93,27,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,45-54 years,184,4608,242,89,15,352,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,50-64 years,746,13568,911,360,39,1336,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,55-64 years,619,10871,766,298,32,1119,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,65-74 years,1432,15909,1519,704,42,2289,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,75-84 years,1919,17106,1814,960,27,2800,
01/21/2021,01/01/2020,01/16/2021,Ohio,Male,85 years and over,1819,16104,1588,797,20,2630,
01/21/2021,01/01/2020,01/16/2021,Ohio,Female,All Ages,5627,67759,5017,2285,164,8522,
01/21/2021,01/01/2020,01/16/2021,Ohio,Female,Under 1 year,0,400,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
